key,source_file,line_number,byte_offset,source_text,translation_zh,notes
AUTO_RESOURCES_ASSETS_228CD60,Tiny Rogues_Data\resources.assets,5182,0x228CD60,Precise (Weapon Enchantment Effect),精确（武器附魔效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228CEB0,Tiny Rogues_Data\resources.assets,5185,0x228CEB0,Quick (Weapon Enchantment Effect),快速（武器附魔效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228CFE0,Tiny Rogues_Data\resources.assets,5188,0x228CFE0,Sly (Weapon Enchantment Effect),狡猾（武器附魔效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D108,Tiny Rogues_Data\resources.assets,5189,0x228D108,Steady (Weapon Enchantment Effect),稳定（武器附魔效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D134,Tiny Rogues_Data\resources.assets,5190,0x228D134,(xx0) Damage with Non Critical Hits,(xx0) 非暴击造成的伤害,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_228D260,Tiny Rogues_Data\resources.assets,5192,0x228D260,Witchhunters (Weapon Enchantment Effect),猎巫者（武器附魔效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D290,Tiny Rogues_Data\resources.assets,5193,0x228D290,(xx0) Damage against Fiends,(xx0) 对恶魔的伤害,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D688,Tiny Rogues_Data\resources.assets,5195,0x228D688,Anchovy (Permanent Effect),凤尾鱼（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D6F8,Tiny Rogues_Data\resources.assets,5196,0x228D6F8,Crab (Permanent Effect),螃蟹（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D760,Tiny Rogues_Data\resources.assets,5197,0x228D760,Fish Bones (Permanent Effect),鱼骨（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D7D0,Tiny Rogues_Data\resources.assets,5198,0x228D7D0,Frost Flounder (Permanent Effect),冰霜比目鱼（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D848,Tiny Rogues_Data\resources.assets,5199,0x228D848,Gold Fish (Permanent Effect),金鱼（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D8B8,Tiny Rogues_Data\resources.assets,5200,0x228D8B8,Kelp (Permanent Effect),海带（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D920,Tiny Rogues_Data\resources.assets,5201,0x228D920,Lobster (Permanent Effect),龙虾（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228D990,Tiny Rogues_Data\resources.assets,5202,0x228D990,Rainbow Trout (Permanent Effect),虹鳟鱼（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DA00,Tiny Rogues_Data\resources.assets,5203,0x228DA00,Starfish (Permanet Effect),海星（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DA70,Tiny Rogues_Data\resources.assets,5204,0x228DA70,Sword Fish (Permanent Effect),剑鱼（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DAE0,Tiny Rogues_Data\resources.assets,5205,0x228DAE0,Tuna (Permanent Effect),金枪鱼（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DB48,Tiny Rogues_Data\resources.assets,5206,0x228DB48,Cursed Shrine Boss Rewards Offered (Permanent Effect),提供诅咒神殿首领奖励（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_228DBD0,Tiny Rogues_Data\resources.assets,5207,0x228DBD0,Cursed Shrine Burn Duration (Permanent Effect),诅咒神殿燃烧持续时间（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DC50,Tiny Rogues_Data\resources.assets,5208,0x228DC50,Cursed Shrine Chain Lightning Chains (Permanent Effect),诅咒神殿链闪电链（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DCD8,Tiny Rogues_Data\resources.assets,5209,0x228DCD8,Cursed Shrine Cursed Hit Chance (Permanent Effect),被诅咒的神殿被诅咒的命中率（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DD60,Tiny Rogues_Data\resources.assets,5210,0x228DD60,Cursed Shrine Dark Damage (Permanent Effect),诅咒神殿黑暗伤害（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DDE8,Tiny Rogues_Data\resources.assets,5211,0x228DDE8,Cursed Shrine Dexterity (Permanent Effect),诅咒神殿敏捷（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DE68,Tiny Rogues_Data\resources.assets,5212,0x228DE68,Cursed Shrine Effect of Chill (Permanent Effect),诅咒神殿的寒冷效果（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DEE8,Tiny Rogues_Data\resources.assets,5213,0x228DEE8,Cursed Shrine Holy Damage (Permanent Effect),诅咒神殿神圣伤害（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DF70,Tiny Rogues_Data\resources.assets,5214,0x228DF70,Cursed Shrine Infusion Effect (Permanent Effect),诅咒神殿灌注效果（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228DFF0,Tiny Rogues_Data\resources.assets,5215,0x228DFF0,Cursed Shrine Intelligence Scaling (Permanent Effect),诅咒神殿智力缩放（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E078,Tiny Rogues_Data\resources.assets,5216,0x228E078,Cursed Shrine Maximum Shock Stacks (Permanent Effect),诅咒神殿最大冲击叠加（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E100,Tiny Rogues_Data\resources.assets,5217,0x228E100,Cursed Shrine Poison Duration (Permanent Effect),诅咒神殿毒药持续时间（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E180,Tiny Rogues_Data\resources.assets,5218,0x228E180,Cursed Shrine Potion Effect (Permanent Effect),诅咒神殿药水效果（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E200,Tiny Rogues_Data\resources.assets,5219,0x228E200,Cursed Shrine Power (Permanent Effect),诅咒神殿力量（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E278,Tiny Rogues_Data\resources.assets,5220,0x228E278,Cursed Shrine Repeat Damage (Permanent Effect),诅咒神殿重复伤害（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E2F8,Tiny Rogues_Data\resources.assets,5221,0x228E2F8,Cursed Shrine Ruthless Top End Damage (Permanent Effect),诅咒神殿无情最大伤害（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_228E380,Tiny Rogues_Data\resources.assets,5222,0x228E380,Cursed Shrine Stats Granted By Companions (Permanent Effect),同伴授予的诅咒神殿属性（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_228E410,Tiny Rogues_Data\resources.assets,5223,0x228E410,Cursed Shrine Strength Scaling (Permanent Effect),诅咒神殿力量缩放（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E498,Tiny Rogues_Data\resources.assets,5224,0x228E498,Normal Shrine Attack Speed (Permanent Effect),普通神殿攻击速度（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E518,Tiny Rogues_Data\resources.assets,5225,0x228E518,Normal Shrine Aura Radius (Permanent Effect),普通神殿光环半径（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E598,Tiny Rogues_Data\resources.assets,5226,0x228E598,Normal Shrine Companion Damage (Permanent Effect),正常神殿同伴伤害（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E620,Tiny Rogues_Data\resources.assets,5227,0x228E620,Normal Shrine Critical Hit Chance (Permanent Effect),普通神社暴击率（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E6A8,Tiny Rogues_Data\resources.assets,5228,0x228E6A8,Normal Shrine Critical Hit Damage (Permanent Effect),普通神殿暴击伤害（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E730,Tiny Rogues_Data\resources.assets,5229,0x228E730,Normal Shrine Damage With Non Crits (Permanent Effect),正常神殿伤害且非暴击（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E7B8,Tiny Rogues_Data\resources.assets,5230,0x228E7B8,Normal Shrine Equip Load Capacity (Permanent Effect),普通神社装备重量能力（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_228E840,Tiny Rogues_Data\resources.assets,5231,0x228E840,Normal Shrine Evil Alignment (Permanent Effect),普通神殿邪恶阵营（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E8C0,Tiny Rogues_Data\resources.assets,5232,0x228E8C0,Normal Shrine Good Alignment (Permanent Effect),普通神社良好阵营（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E940,Tiny Rogues_Data\resources.assets,5233,0x228E940,Normal Shrine Lawful Alignment (Permanent Effect),普通神殿守序阵营（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228E9C8,Tiny Rogues_Data\resources.assets,5234,0x228E9C8,Normal Shrine Lucky Hit Chance (Permanent Effect),普通神社幸运命中率（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228EA50,Tiny Rogues_Data\resources.assets,5235,0x228EA50,Normal Shrine Magic Find (Permanent Effect),普通神社魔法寻获（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_228EAD0,Tiny Rogues_Data\resources.assets,5236,0x228EAD0,Normal Shrine Mana Regeneration (Permanent Effect),普通神殿法力恢复（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228EB58,Tiny Rogues_Data\resources.assets,5237,0x228EB58,Normal Shrine Mark Stacks (Permanent Effect),普通神殿标记叠加（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228EBD8,Tiny Rogues_Data\resources.assets,5238,0x228EBD8,Normal Shrine Maximum Tipsiness (Permanent Effect),普通神社最大醉意（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228EC60,Tiny Rogues_Data\resources.assets,5239,0x228EC60,Normal Shrine Movement Speed (Permanent Effect),普通神殿移动速度（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228ECE0,Tiny Rogues_Data\resources.assets,5240,0x228ECE0,Normal Shrine Orbital Speed (Permanent Effect),普通神社轨道速度（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228ED60,Tiny Rogues_Data\resources.assets,5241,0x228ED60,Normal Shrine Periodical Tick Rate (Permanent Effect),普通神社期刊刻度率（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228EDE8,Tiny Rogues_Data\resources.assets,5242,0x228EDE8,Normal Shrine Power (Permanent Effect),普通神殿力量（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228EE60,Tiny Rogues_Data\resources.assets,5243,0x228EE60,Normal Shrine Stamina Recovery Speed (Permanent Effect),普通神殿体力恢复速度（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_228EEE8,Tiny Rogues_Data\resources.assets,5244,0x228EEE8,Normal Shrine Trigger Damage (Permanent Effect),普通神殿触发伤害（永久效果）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2290370,Tiny Rogues_Data\resources.assets,5245,0x2290370,Mimic Blood Alternate Sprite (Reward Effect)&,拟血替身精灵（奖励效果）&,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2290678,Tiny Rogues_Data\resources.assets,5246,0x2290678,Early Game Boss Rewards,早期游戏首领奖励,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_2290750,Tiny Rogues_Data\resources.assets,5247,0x2290750,Late Game Boss Rewards,游戏后期首领奖励,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_2290840,Tiny Rogues_Data\resources.assets,5248,0x2290840,Mid Game Boss Rewards,游戏中期 首领 奖励,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_2290928,Tiny Rogues_Data\resources.assets,5249,0x2290928,Start Game Boss Rewards,开始游戏首领奖励,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_22909E0,Tiny Rogues_Data\resources.assets,5250,0x22909E0,Castle Pantry Reward Pool (plus minus rewards),城堡食品储藏室奖励池（加减奖励）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2290A58,Tiny Rogues_Data\resources.assets,5251,0x2290A58,Castle Pantry Reward Pool (small rewards),城堡食品储藏室奖励池（小奖励）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2290AD0,Tiny Rogues_Data\resources.assets,5252,0x2290AD0,Giant Clam Event Reward Pool,巨蛤活动奖励池,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2290B20,Tiny Rogues_Data\resources.assets,5253,0x2290B20,Man-Eater Plant Reward Pool,食人植物奖励池,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2290F38,Tiny Rogues_Data\resources.assets,5254,0x2290F38,Final Floor Game Rewards0,最终层游戏奖励0,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_22916D8,Tiny Rogues_Data\resources.assets,5255,0x22916D8,Start Game Rewards,开始游戏奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22917B8,Tiny Rogues_Data\resources.assets,5256,0x22917B8,Hidden Room Reward Pool,隐藏房间奖励池,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2291840,Tiny Rogues_Data\resources.assets,5257,0x2291840,Locked Cellar Reward Pool No Locked Stuff,锁定的地窖奖励池没有锁定的东西,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22919E0,Tiny Rogues_Data\resources.assets,5258,0x22919E0,Brown Slot Machine Rewards,棕色老虎机奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2291A30,Tiny Rogues_Data\resources.assets,5259,0x2291A30,Dark Blue Slot Machine Rewards,深蓝色老虎机奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2291A98,Tiny Rogues_Data\resources.assets,5260,0x2291A98,Jackpot Arcade Slot Machine Rewards,街机老虎机大奖奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2291B10,Tiny Rogues_Data\resources.assets,5261,0x2291B10,Light Blue Slot Machine Rewards,浅蓝色老虎机奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2291B60,Tiny Rogues_Data\resources.assets,5262,0x2291B60,Red Slot Machine Rewards,红色老虎机奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2291CC8,Tiny Rogues_Data\resources.assets,5263,0x2291CC8,Giant Treasure Chest Reward Pool,巨型宝箱奖励池,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2291D58,Tiny Rogues_Data\resources.assets,5264,0x2291D58,Gift Box Reward Pool (Small Gift Box),礼盒奖池（小礼盒）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22920B0,Tiny Rogues_Data\resources.assets,5265,0x22920B0,Set Item Stash Reward Pool,设置物品隐藏奖励池,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2292198,Tiny Rogues_Data\resources.assets,5266,0x2292198,When Explode Blood Altar Reward Pool,爆血祭坛奖励池时,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22921F0,Tiny Rogues_Data\resources.assets,5267,0x22921F0,When Explode Blood Chest Reward Pool,爆血宝箱奖励池时,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2292248,Tiny Rogues_Data\resources.assets,5268,0x2292248,When Explode Chest Reward Pool,宝箱奖励池爆炸时,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22922B0,Tiny Rogues_Data\resources.assets,5269,0x22922B0,When Explode Cursed Shrine Reward Pool,诅咒神殿奖励池爆炸时,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2292308,Tiny Rogues_Data\resources.assets,5270,0x2292308,When Explode Normal Shrine Reward Pool,普通神殿奖励池爆炸时,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2292360,Tiny Rogues_Data\resources.assets,5271,0x2292360,When Explode Slot Machine Reward Pool,老虎机奖金池爆炸时,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2293968,Tiny Rogues_Data\resources.assets,5272,0x2293968,Arcade Slot Machine Jackpot Reward (Diamond),街机老虎机大奖奖励（钻石）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2293AD8,Tiny Rogues_Data\resources.assets,5273,0x2293AD8,Arcade Slot Machine Jackpot Reward (Gift Box),街机老虎机大奖奖励（礼盒）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2293C48,Tiny Rogues_Data\resources.assets,5274,0x2293C48,Arcade Slot Machine Jackpot Reward (Gold),街机老虎机大奖奖励（金）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2293DB8,Tiny Rogues_Data\resources.assets,5275,0x2293DB8,Arcade Slot Machine Jackpot Reward (Power Gem),街机老虎机大奖奖励（能量宝石）,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22940E0,Tiny Rogues_Data\resources.assets,5276,0x22940E0,Reward Selection Of Weapons With Magic Weapon,奖励选择武器与魔法武器,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2294133,Tiny Rogues_Data\resources.assets,5277,0x2294133,Magic Weapon,魔法武器,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2294178,Tiny Rogues_Data\resources.assets,5278,0x2294178,[[1]] Magic //Weapon.,[[1]] 魔法 // 武器。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22942A0,Tiny Rogues_Data\resources.assets,5279,0x22942A0,Reward Selection Of Weapons With Melee Weapon,奖励选择近战武器,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22942F3,Tiny Rogues_Data\resources.assets,5280,0x22942F3,Melee Weapon,近战武器,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2294338,Tiny Rogues_Data\resources.assets,5281,0x2294338,[[1]] Melee //Weapon.,[[1]] 近战 // 武器。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2294460,Tiny Rogues_Data\resources.assets,5282,0x2294460,Reward Selection Of Weapons With Ranged Weapon,奖励选择武器 远程武器,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22944B3,Tiny Rogues_Data\resources.assets,5283,0x22944B3,Ranged Weapon,远程武器,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22944F8,Tiny Rogues_Data\resources.assets,5284,0x22944F8,[[1]] Ranged //Weapon.,[[1]] 远程 // 武器。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22947C8,Tiny Rogues_Data\resources.assets,5285,0x22947C8,Reward Selection With Body Armor,防弹衣奖励选择,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229480B,Tiny Rogues_Data\resources.assets,5286,0x229480B,Body Armor,防弹衣,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2294850,Tiny Rogues_Data\resources.assets,5287,0x2294850,[[1]] //Body //Armor.,[[1]] //身体//护甲。,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_2294D2F,Tiny Rogues_Data\resources.assets,5288,0x2294D2F,Epic Item,史诗物品,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2294D70,Tiny Rogues_Data\resources.assets,5289,0x2294D70,[[1]] Epic Item.,[[1]] 史诗物品。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229523B,Tiny Rogues_Data\resources.assets,5290,0x229523B,Legendary Item,传奇物品,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295284,Tiny Rogues_Data\resources.assets,5291,0x2295284,[[1]] Legendary Item.,[[1]] 传奇物品。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229559F,Tiny Rogues_Data\resources.assets,5292,0x229559F,Rare Item,稀有物品,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22955E0,Tiny Rogues_Data\resources.assets,5293,0x22955E0,[[1]] Rare Item.,[[1]] 稀有物品。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229573F,Tiny Rogues_Data\resources.assets,5294,0x229573F,Set Item,设置项目,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295780,Tiny Rogues_Data\resources.assets,5295,0x2295780,[[1]] Set Item.,[[1]] 设置项目。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_22958F3,Tiny Rogues_Data\resources.assets,5296,0x22958F3,Uncommon Item,罕见物品,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295938,Tiny Rogues_Data\resources.assets,5297,0x2295938,[[1]] Uncommon Item.,[[1]] 罕见物品。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295A60,Tiny Rogues_Data\resources.assets,5298,0x2295A60,Armor Up Reward,护甲提升奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295A88,Tiny Rogues_Data\resources.assets,5299,0x2295A88,Armor Up,护甲提升,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_2295BC0,Tiny Rogues_Data\resources.assets,5300,0x2295BC0,Heart Crystal Reward,心水晶奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295BEC,Tiny Rogues_Data\resources.assets,5301,0x2295BEC,Health Crystal,生命水晶,"Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_2295D40,Tiny Rogues_Data\resources.assets,5302,0x2295D40,Mana Crystal Reward,法力水晶奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295D6C,Tiny Rogues_Data\resources.assets,5303,0x2295D6C,Mana Crystal,法力水晶,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295EB8,Tiny Rogues_Data\resources.assets,5304,0x2295EB8,Petrified Armor Rock Reward,石化铠甲岩石奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295EEC,Tiny Rogues_Data\resources.assets,5305,0x2295EEC,Petrified Armor,石化铠甲,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2295F18,Tiny Rogues_Data\resources.assets,5306,0x2295F18,"[[+1]] Armor Container<sprite name=""Armor"">","[[+1]] 护甲槽<sprite name=""Armor"">","Generated stable key from file name and byte offset; machine translated, controls validated; 人工校对：术语统一"
AUTO_RESOURCES_ASSETS_22960E5,Tiny Rogues_Data\resources.assets,5307,0x22960E5,for a lot of gold.,获得大量金币。,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296200,Tiny Rogues_Data\resources.assets,5308,0x2296200,Petrified Heart Rock Reward,石化心石奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296234,Tiny Rogues_Data\resources.assets,5309,0x2296234,Petrified Heart,石化之心,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296260,Tiny Rogues_Data\resources.assets,5310,0x2296260,"[[+1]] Heart Container<sprite name=""Heart"">","[[+1]] 心脏容器<sprite name=""Heart"">","Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229641F,Tiny Rogues_Data\resources.assets,5311,0x229641F,[[15]] to [[20]] Gold,[[15]] 至 [[20]] 金色,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_2296568,Tiny Rogues_Data\resources.assets,5312,0x2296568,Petrified Mana Rock Reward,石化法力岩奖励,"Generated stable key from file name and byte offset; machine translated, controls validated"
AUTO_RESOURCES_ASSETS_229659C,Tiny Rogues_Data\resources.assets,5313,0x229659C,Petrified Mana,石化法力,"Generated stable key from file name and byte offset; machine translated, controls validated"
